year,topic_name,classification,member_id,MBR_NAME,party,topic_vote_events,yes_votes,no_votes,directional_topic_votes,yes_pct,no_pct,voting_tendency
2025,Agriculture and Food,Derived from LIS bill description,H0364,Timothy P. Griffin,R,10,9,1,10,90.0,10.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0371,Amy J. Laufer,D,18,15,2,17,88.23529411764706,11.76470588235294,YES
2025,Agriculture and Food,Derived from LIS bill description,H0177,David L. Bulova,D,17,15,2,17,88.23529411764706,11.76470588235294,YES
2025,Agriculture and Food,Derived from LIS bill description,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,17,15,2,17,88.23529411764706,11.76470588235294,YES
2025,Agriculture and Food,Derived from LIS bill description,H0336,Nadarius E. Clark,D,18,15,2,17,88.23529411764706,11.76470588235294,YES
2025,Agriculture and Food,Derived from LIS bill description,H0281,Paul E. Krizek,D,16,14,2,16,87.5,12.5,YES
2025,Agriculture and Food,Derived from LIS bill description,H0366,Phil M. Hernandez,D,17,14,2,16,87.5,12.5,YES
2025,Agriculture and Food,Derived from LIS bill description,H0323,Shelly A. Simonds,D,16,14,2,16,87.5,12.5,YES
2025,Agriculture and Food,Derived from LIS bill description,H0369,Hillary Pugh Kent,R,14,12,2,14,85.71428571428571,14.285714285714285,YES
2025,Agriculture and Food,Derived from LIS bill description,H0305,Kathy K.L. Tran,D,14,12,2,14,85.71428571428571,14.285714285714285,YES
2025,Agriculture and Food,Derived from LIS bill description,H0124,R. Lee Ware,R,14,12,2,14,85.71428571428571,14.285714285714285,YES
2025,Agriculture and Food,Derived from LIS bill description,H0311,Alex Q. Askew,D,13,11,2,13,84.61538461538461,15.384615384615385,YES
2025,Agriculture and Food,Derived from LIS bill description,H0343,Briana D. Sewell,D,14,11,2,13,84.61538461538461,15.384615384615385,YES
2025,Agriculture and Food,Derived from LIS bill description,H0207,Delores L. McQuinn,D,14,11,2,13,84.61538461538461,15.384615384615385,YES
2025,Agriculture and Food,Derived from LIS bill description,H0372,Destiny LeVere Bolling,D,13,11,2,13,84.61538461538461,15.384615384615385,YES
2025,Agriculture and Food,Derived from LIS bill description,H0360,Michael B. Feggans,D,13,11,2,13,84.61538461538461,15.384615384615385,YES
2025,Agriculture and Food,Derived from LIS bill description,H0073,"Robert D. Orrock, Sr.",R,14,11,2,13,84.61538461538461,15.384615384615385,YES
2025,Agriculture and Food,Derived from LIS bill description,H0317,Dan I. Helmer,D,19,16,3,19,84.21052631578947,15.789473684210526,YES
2025,Agriculture and Food,Derived from LIS bill description,H0329,Bill Wiley,R,12,10,2,12,83.33333333333334,16.666666666666664,YES
2025,Agriculture and Food,Derived from LIS bill description,H0173,Jeion A. Ward,D,12,10,2,12,83.33333333333334,16.666666666666664,YES
2025,Agriculture and Food,Derived from LIS bill description,H0295,Kelly K. Convirs-Fowler,D,12,10,2,12,83.33333333333334,16.666666666666664,YES
2025,Agriculture and Food,Derived from LIS bill description,H0266,Sam Rasoul,D,13,10,2,12,83.33333333333334,16.666666666666664,YES
2025,Agriculture and Food,Derived from LIS bill description,H0253,Terry L. Austin,R,12,10,2,12,83.33333333333334,16.666666666666664,YES
2025,Agriculture and Food,Derived from LIS bill description,H0239,Alfonso H. Lopez,D,19,14,3,17,82.35294117647058,17.647058823529413,YES
2025,Agriculture and Food,Derived from LIS bill description,H0208,Charniele L. Herring,D,17,14,3,17,82.35294117647058,17.647058823529413,YES
2025,Agriculture and Food,Derived from LIS bill description,H0349,Jackie H. Glass,D,18,14,3,17,82.35294117647058,17.647058823529413,YES
2025,Agriculture and Food,Derived from LIS bill description,H0375,Adele Y. McClure,D,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0380,Atoosa R. Reaser,D,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0212,Betsy B. Carr,D,12,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0353,Bonita G. Anthony,D,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0330,Candi Mundon King,D,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0301,David A. Reid,D,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0333,Jason S. Ballard,R,12,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0355,Laura Jane Cohen,D,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0238,M. Keith Hodges,R,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0172,Mark D. Sickles,D,12,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0340,Michelle Lopes Maldonado,D,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0356,Rae Cousins,D,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,11,9,2,11,81.81818181818183,18.181818181818183,YES
2025,Agriculture and Food,Derived from LIS bill description,H0285,"C.E. Cliff Hayes, Jr.",D,10,8,2,10,80.0,20.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0227,Luke E. Torian,D,12,8,2,10,80.0,20.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0359,N. Baxter Ennis,R,10,8,2,10,80.0,20.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0327,Rodney T. Willett,D,20,16,4,20,80.0,20.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0328,Scott A. Wyatt,R,11,8,2,10,80.0,20.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0108,Vivian E. Watts,D,10,8,2,10,80.0,20.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0247,Michael J. Webert,R,19,15,4,19,78.94736842105263,21.052631578947366,YES
2025,Agriculture and Food,Derived from LIS bill description,H0345,Anne Ferrell Tata,R,12,9,3,12,75.0,25.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0344,Irene Shin,D,12,9,3,12,75.0,25.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0242,Israel D. O'Quinn,R,12,9,3,12,75.0,25.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0267,"Robert S. Bloxom, Jr.",R,16,12,4,16,75.0,25.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0348,Wren M. Williams,R,12,9,3,12,75.0,25.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0321,Chris S. Runion,R,19,14,5,19,73.68421052631578,26.31578947368421,YES
2025,Agriculture and Food,Derived from LIS bill description,H0231,Tony O. Wilt,R,19,14,5,19,73.68421052631578,26.31578947368421,YES
2025,Agriculture and Food,Derived from LIS bill description,H0181,C. Todd Gilbert,R,11,8,3,11,72.72727272727273,27.27272727272727,YES
2025,Agriculture and Food,Derived from LIS bill description,H0315,Carrie E. Coyner,R,13,8,3,11,72.72727272727273,27.27272727272727,YES
2025,Agriculture and Food,Derived from LIS bill description,H0350,Ellen H. Campbell,R,11,8,3,11,72.72727272727273,27.27272727272727,YES
2025,Agriculture and Food,Derived from LIS bill description,H0308,Joseph P. McNamara,R,11,8,3,11,72.72727272727273,27.27272727272727,YES
2025,Agriculture and Food,Derived from LIS bill description,H0056,Terry G. Kilgore,R,11,8,3,11,72.72727272727273,27.27272727272727,YES
2025,Agriculture and Food,Derived from LIS bill description,H0294,Karrie K. Delaney,D,11,7,3,10,70.0,30.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0284,"Marcia S. ""Cia"" Price",D,10,7,3,10,70.0,30.0,YES
2025,Agriculture and Food,Derived from LIS bill description,H0219,Patrick A. Hope,D,10,7,3,10,70.0,30.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0150,"Daniel W. Marshall, III",R,32,3,3,6,50.0,50.0,INSUFFICIENT DATA
2025,Behavioral Health,Derived from LIS bill description,H0242,Israel D. O'Quinn,R,30,18,10,28,64.28571428571429,35.714285714285715,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0342,Phillip A. Scott,R,51,32,19,51,62.745098039215684,37.254901960784316,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0378,Chris Obenshain,R,29,18,11,29,62.06896551724138,37.93103448275862,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0384,Eric Phillips,R,28,17,11,28,60.71428571428571,39.285714285714285,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0352,"Jonathan ""Jed"" Arnold",R,29,16,11,27,59.25925925925925,40.74074074074074,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0358,"Mark L. Earley, Jr.",R,27,16,11,27,59.25925925925925,40.74074074074074,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0308,Joseph P. McNamara,R,29,17,12,29,58.620689655172406,41.37931034482759,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0136,"Thomas C. Wright, Jr.",R,26,14,10,24,58.333333333333336,41.66666666666667,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0376,Paul V. Milde,R,26,15,11,26,57.692307692307686,42.30769230769231,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0321,Chris S. Runion,R,27,15,12,27,55.55555555555556,44.44444444444444,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0357,Will Davis,R,27,15,12,27,55.55555555555556,44.44444444444444,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0181,C. Todd Gilbert,R,30,16,13,29,55.172413793103445,44.827586206896555,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0247,Michael J. Webert,R,32,17,14,31,54.83870967741935,45.16129032258064,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0362,"Thomas A. Garrett, Jr.",R,33,17,14,31,54.83870967741935,45.16129032258064,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0124,R. Lee Ware,R,26,14,12,26,53.84615384615385,46.15384615384615,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0313,Amanda E. Batten,R,36,19,17,36,52.77777777777778,47.22222222222222,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0279,Nicholas J. Freitas,R,32,16,15,31,51.61290322580645,48.38709677419355,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0377,Delores Oates,R,28,14,14,28,50.0,50.0,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0364,Timothy P. Griffin,R,26,13,13,26,50.0,50.0,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0383,Eric R. Zehr,R,33,16,17,33,48.484848484848484,51.515151515151516,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0231,Tony O. Wilt,R,31,15,16,31,48.38709677419355,51.61290322580645,MIXED
2025,Behavioral Health,Derived from LIS bill description,H0375,Adele Y. McClure,D,32,31,0,31,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0311,Alex Q. Askew,D,41,41,0,41,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0239,Alfonso H. Lopez,D,30,29,0,29,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0371,Amy J. Laufer,D,33,32,0,32,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0380,Atoosa R. Reaser,D,37,37,0,37,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0212,Betsy B. Carr,D,36,36,0,36,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0353,Bonita G. Anthony,D,26,26,0,26,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0343,Briana D. Sewell,D,38,38,0,38,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0285,"C.E. Cliff Hayes, Jr.",D,46,43,0,43,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0330,Candi Mundon King,D,29,29,0,29,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0208,Charniele L. Herring,D,49,49,0,49,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0317,Dan I. Helmer,D,33,33,0,33,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0301,David A. Reid,D,30,30,0,30,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0177,David L. Bulova,D,34,33,0,33,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0361,Debra D. Gardner,D,45,45,0,45,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0207,Delores L. McQuinn,D,38,35,0,35,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0372,Destiny LeVere Bolling,D,40,39,0,39,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0322,Don Scott,D,29,29,0,29,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0334,Elizabeth B. Bennett-Parker,D,28,28,0,28,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0351,Holly M. Seibold,D,31,31,0,31,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0344,Irene Shin,D,43,43,0,43,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0385,JJ Singh,D,39,37,0,37,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0349,Jackie H. Glass,D,26,26,0,26,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0173,Jeion A. Ward,D,32,30,0,30,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0382,Joshua E. Thomas,D,31,31,0,31,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0314,Joshua G. Cole,D,47,45,0,45,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0370,Karen Keys-Gamarra,D,27,27,0,27,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0294,Karrie K. Delaney,D,31,31,0,31,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0305,Kathy K.L. Tran,D,42,42,0,42,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0354,Katrina Callsen,D,28,28,0,28,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0295,Kelly K. Convirs-Fowler,D,33,33,0,33,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0355,Laura Jane Cohen,D,33,33,0,33,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0284,"Marcia S. ""Cia"" Price",D,41,41,0,41,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0264,Marcus B. Simon,D,35,34,0,34,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0172,Mark D. Sickles,D,54,45,0,45,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0374,Marty Martinez,D,26,26,0,26,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0360,Michael B. Feggans,D,30,30,0,30,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0368,Michael J. Jones,D,27,26,0,26,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0340,Michelle Lopes Maldonado,D,30,30,0,30,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0336,Nadarius E. Clark,D,36,36,0,36,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0219,Patrick A. Hope,D,43,42,0,42,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0281,Paul E. Krizek,D,34,34,0,34,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0366,Phil M. Hernandez,D,28,28,0,28,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0356,Rae Cousins,D,41,41,0,41,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,33,33,0,33,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0327,Rodney T. Willett,D,49,49,0,49,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0365,"Rozia A. Henson, Jr.",D,45,45,0,45,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0266,Sam Rasoul,D,45,38,0,38,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0323,Shelly A. Simonds,D,36,36,0,36,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0108,Vivian E. Watts,D,31,31,0,31,100.0,0.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0227,Luke E. Torian,D,37,34,1,35,97.14285714285714,2.857142857142857,YES
2025,Behavioral Health,Derived from LIS bill description,H0359,N. Baxter Ennis,R,53,42,9,51,82.35294117647058,17.647058823529413,YES
2025,Behavioral Health,Derived from LIS bill description,H0315,Carrie E. Coyner,R,47,34,9,43,79.06976744186046,20.930232558139537,YES
2025,Behavioral Health,Derived from LIS bill description,H0379,David Owen,R,41,32,9,41,78.04878048780488,21.951219512195124,YES
2025,Behavioral Health,Derived from LIS bill description,H0073,"Robert D. Orrock, Sr.",R,45,34,10,44,77.27272727272727,22.727272727272727,YES
2025,Behavioral Health,Derived from LIS bill description,H0238,M. Keith Hodges,R,44,33,11,44,75.0,25.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0363,W. Chad Green,R,36,27,9,36,75.0,25.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0337,A.C. Cordoza,R,31,23,8,31,74.19354838709677,25.806451612903224,YES
2025,Behavioral Health,Derived from LIS bill description,H0253,Terry L. Austin,R,35,25,9,34,73.52941176470588,26.47058823529412,YES
2025,Behavioral Health,Derived from LIS bill description,H0335,Mike A. Cherry,R,48,35,13,48,72.91666666666666,27.083333333333332,YES
2025,Behavioral Health,Derived from LIS bill description,H0345,Anne Ferrell Tata,R,37,26,10,36,72.22222222222221,27.77777777777778,YES
2025,Behavioral Health,Derived from LIS bill description,H0346,Kim A. Taylor,R,42,26,10,36,72.22222222222221,27.77777777777778,YES
2025,Behavioral Health,Derived from LIS bill description,H0224,James W. Morefield,R,32,23,9,32,71.875,28.125,YES
2025,Behavioral Health,Derived from LIS bill description,H0325,Wendell S. Walker,R,39,28,11,39,71.7948717948718,28.205128205128204,YES
2025,Behavioral Health,Derived from LIS bill description,H0333,Jason S. Ballard,R,28,20,8,28,71.42857142857143,28.57142857142857,YES
2025,Behavioral Health,Derived from LIS bill description,H0350,Ellen H. Campbell,R,35,24,10,34,70.58823529411765,29.411764705882355,YES
2025,Behavioral Health,Derived from LIS bill description,H0206,Barry D. Knight,R,28,7,3,10,70.0,30.0,YES
2025,Behavioral Health,Derived from LIS bill description,H0367,Geary Higgins,R,39,27,12,39,69.23076923076923,30.76923076923077,YES
2025,Behavioral Health,Derived from LIS bill description,H0369,Hillary Pugh Kent,R,26,18,8,26,69.23076923076923,30.76923076923077,YES
2025,Behavioral Health,Derived from LIS bill description,H0373,Ian T. Lovejoy,R,26,18,8,26,69.23076923076923,30.76923076923077,YES
2025,Behavioral Health,Derived from LIS bill description,H0348,Wren M. Williams,R,29,20,9,29,68.96551724137932,31.03448275862069,YES
2025,Behavioral Health,Derived from LIS bill description,H0329,Bill Wiley,R,32,22,10,32,68.75,31.25,YES
2025,Behavioral Health,Derived from LIS bill description,H0267,"Robert S. Bloxom, Jr.",R,32,22,10,32,68.75,31.25,YES
2025,Behavioral Health,Derived from LIS bill description,H0056,Terry G. Kilgore,R,33,22,10,32,68.75,31.25,YES
2025,Behavioral Health,Derived from LIS bill description,H0347,"H. Otto Wachsmann, Jr.",R,39,26,13,39,66.66666666666666,33.33333333333333,YES
2025,Behavioral Health,Derived from LIS bill description,H0262,"James A. ""Jay"" Leftwich",R,30,20,10,30,66.66666666666666,33.33333333333333,YES
2025,Behavioral Health,Derived from LIS bill description,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,29,19,10,29,65.51724137931035,34.48275862068966,YES
2025,Behavioral Health,Derived from LIS bill description,H0328,Scott A. Wyatt,R,30,19,10,29,65.51724137931035,34.48275862068966,YES
2025,Budget and Appropriations,Derived from LIS bill description,H0206,Barry D. Knight,R,71,1,0,1,100.0,0.0,INSUFFICIENT DATA
2025,Budget and Appropriations,Derived from LIS bill description,H0150,"Daniel W. Marshall, III",R,72,1,0,1,100.0,0.0,INSUFFICIENT DATA
2025,Budget and Appropriations,Derived from LIS bill description,H0372,Destiny LeVere Bolling,D,71,3,1,4,75.0,25.0,INSUFFICIENT DATA
2025,Budget and Appropriations,Derived from LIS bill description,H0267,"Robert S. Bloxom, Jr.",R,72,24,37,61,39.34426229508197,60.65573770491803,MIXED
2025,Budget and Appropriations,Derived from LIS bill description,H0315,Carrie E. Coyner,R,72,24,46,70,34.285714285714285,65.71428571428571,NO
2025,Budget and Appropriations,Derived from LIS bill description,H0224,James W. Morefield,R,72,24,46,70,34.285714285714285,65.71428571428571,NO
2025,Budget and Appropriations,Derived from LIS bill description,H0124,R. Lee Ware,R,72,24,46,70,34.285714285714285,65.71428571428571,NO
2025,Budget and Appropriations,Derived from LIS bill description,H0253,Terry L. Austin,R,72,24,48,72,33.33333333333333,66.66666666666666,NO
2025,Budget and Appropriations,Derived from LIS bill description,H0345,Anne Ferrell Tata,R,72,23,48,71,32.3943661971831,67.6056338028169,NO
2025,Budget and Appropriations,Derived from LIS bill description,H0378,Chris Obenshain,R,71,23,48,71,32.3943661971831,67.6056338028169,NO
2025,Budget and Appropriations,Derived from LIS bill description,H0056,Terry G. Kilgore,R,71,22,46,68,32.35294117647059,67.64705882352942,NO
2025,Budget and Appropriations,Derived from LIS bill description,H0329,Bill Wiley,R,72,23,49,72,31.944444444444443,68.05555555555556,NO
2025,Budget and Appropriations,Derived from LIS bill description,H0328,Scott A. Wyatt,R,72,23,49,72,31.944444444444443,68.05555555555556,NO
