year,member_id,MBR_NAME,party,topic_name,classification,topic_vote_events,yes_votes,no_votes,directional_topic_votes,voting_tendency,yes_pct,no_pct
2025,H0382,Joshua E. Thomas,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0314,Joshua G. Cole,D,Administration of Government,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0381,Kannan Srinivasan,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0370,Karen Keys-Gamarra,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0294,Karrie K. Delaney,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0305,Kathy K.L. Tran,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0354,Katrina Callsen,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0295,Kelly K. Convirs-Fowler,D,Administration of Government,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0355,Laura Jane Cohen,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0227,Luke E. Torian,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0284,"Marcia S. ""Cia"" Price",D,Administration of Government,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0264,Marcus B. Simon,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0172,Mark D. Sickles,D,Administration of Government,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0374,Marty Martinez,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0360,Michael B. Feggans,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0368,Michael J. Jones,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0340,Michelle Lopes Maldonado,D,Administration of Government,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0336,Nadarius E. Clark,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0219,Patrick A. Hope,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0281,Paul E. Krizek,D,Administration of Government,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0366,Phil M. Hernandez,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0356,Rae Cousins,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0327,Rodney T. Willett,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0365,"Rozia A. Henson, Jr.",D,Administration of Government,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0266,Sam Rasoul,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0323,Shelly A. Simonds,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0108,Vivian E. Watts,D,Administration of Government,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0337,A.C. Cordoza,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0313,Amanda E. Batten,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0345,Anne Ferrell Tata,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0206,Barry D. Knight,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0329,Bill Wiley,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0181,C. Todd Gilbert,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2025,H0315,Carrie E. Coyner,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0378,Chris Obenshain,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0321,Chris S. Runion,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0150,"Daniel W. Marshall, III",R,Administration of Government,Official LIS subject,1,0,0,0,INSUFFICIENT DATA,0.0,0.0
2025,H0379,David Owen,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0377,Delores Oates,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0350,Ellen H. Campbell,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0384,Eric Phillips,R,Administration of Government,Official LIS subject,2,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0383,Eric R. Zehr,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0367,Geary Higgins,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0347,"H. Otto Wachsmann, Jr.",R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2025,H0369,Hillary Pugh Kent,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0373,Ian T. Lovejoy,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0242,Israel D. O'Quinn,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2025,H0262,"James A. ""Jay"" Leftwich",R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2025,H0224,James W. Morefield,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0333,Jason S. Ballard,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0352,"Jonathan ""Jed"" Arnold",R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0308,Joseph P. McNamara,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0346,Kim A. Taylor,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0238,M. Keith Hodges,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0358,"Mark L. Earley, Jr.",R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0247,Michael J. Webert,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0335,Mike A. Cherry,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2025,H0359,N. Baxter Ennis,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0279,Nicholas J. Freitas,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0376,Paul V. Milde,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2025,H0342,Phillip A. Scott,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2025,H0124,R. Lee Ware,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0073,"Robert D. Orrock, Sr.",R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0267,"Robert S. Bloxom, Jr.",R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2025,H0328,Scott A. Wyatt,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0056,Terry G. Kilgore,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0253,Terry L. Austin,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0362,"Thomas A. Garrett, Jr.",R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0136,"Thomas C. Wright, Jr.",R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0364,Timothy P. Griffin,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0231,Tony O. Wilt,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0363,W. Chad Green,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2025,H0325,Wendell S. Walker,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0357,Will Davis,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0348,Wren M. Williams,R,Administration of Government,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2025,H0337,A.C. Cordoza,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0375,Adele Y. McClure,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0311,Alex Q. Askew,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0239,Alfonso H. Lopez,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0313,Amanda E. Batten,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0371,Amy J. Laufer,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0345,Anne Ferrell Tata,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0380,Atoosa R. Reaser,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0212,Betsy B. Carr,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0329,Bill Wiley,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0353,Bonita G. Anthony,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0343,Briana D. Sewell,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0181,C. Todd Gilbert,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0285,"C.E. Cliff Hayes, Jr.",D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0330,Candi Mundon King,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0315,Carrie E. Coyner,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0208,Charniele L. Herring,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0378,Chris Obenshain,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0321,Chris S. Runion,R,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0317,Dan I. Helmer,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0150,"Daniel W. Marshall, III",R,Agriculture and Food,Derived from LIS bill description,3,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0301,David A. Reid,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0177,David L. Bulova,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0379,David Owen,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0207,Delores L. McQuinn,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0377,Delores Oates,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0372,Destiny LeVere Bolling,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0322,Don Scott,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0334,Elizabeth B. Bennett-Parker,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0350,Ellen H. Campbell,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0384,Eric Phillips,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0383,Eric R. Zehr,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0367,Geary Higgins,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0347,"H. Otto Wachsmann, Jr.",R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0369,Hillary Pugh Kent,R,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0351,Holly M. Seibold,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0373,Ian T. Lovejoy,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0344,Irene Shin,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0242,Israel D. O'Quinn,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0385,JJ Singh,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0349,Jackie H. Glass,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0262,"James A. ""Jay"" Leftwich",R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0333,Jason S. Ballard,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0173,Jeion A. Ward,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0352,"Jonathan ""Jed"" Arnold",R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0308,Joseph P. McNamara,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0382,Joshua E. Thomas,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0314,Joshua G. Cole,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0370,Karen Keys-Gamarra,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0294,Karrie K. Delaney,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0305,Kathy K.L. Tran,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0354,Katrina Callsen,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0295,Kelly K. Convirs-Fowler,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0346,Kim A. Taylor,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0355,Laura Jane Cohen,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0227,Luke E. Torian,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0238,M. Keith Hodges,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0284,"Marcia S. ""Cia"" Price",D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0264,Marcus B. Simon,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0172,Mark D. Sickles,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0358,"Mark L. Earley, Jr.",R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0374,Marty Martinez,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0360,Michael B. Feggans,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0368,Michael J. Jones,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0247,Michael J. Webert,R,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0340,Michelle Lopes Maldonado,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0335,Mike A. Cherry,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0359,N. Baxter Ennis,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0336,Nadarius E. Clark,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0279,Nicholas J. Freitas,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0219,Patrick A. Hope,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0281,Paul E. Krizek,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0376,Paul V. Milde,R,Agriculture and Food,Derived from LIS bill description,2,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0366,Phil M. Hernandez,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0342,Phillip A. Scott,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0124,R. Lee Ware,R,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0356,Rae Cousins,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0073,"Robert D. Orrock, Sr.",R,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0267,"Robert S. Bloxom, Jr.",R,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0327,Rodney T. Willett,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0365,"Rozia A. Henson, Jr.",D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0266,Sam Rasoul,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0328,Scott A. Wyatt,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0323,Shelly A. Simonds,D,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0056,Terry G. Kilgore,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0253,Terry L. Austin,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0362,"Thomas A. Garrett, Jr.",R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0136,"Thomas C. Wright, Jr.",R,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0364,Timothy P. Griffin,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0231,Tony O. Wilt,R,Agriculture and Food,Derived from LIS bill description,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2025,H0108,Vivian E. Watts,D,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0363,W. Chad Green,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0325,Wendell S. Walker,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0357,Will Davis,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0348,Wren M. Williams,R,Agriculture and Food,Derived from LIS bill description,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2025,H0206,Barry D. Knight,R,Agriculture and Food,Derived from LIS bill description,2,0,0,0,INSUFFICIENT DATA,0.0,0.0
2025,H0361,Debra D. Gardner,D,Agriculture and Food,Derived from LIS bill description,2,0,0,0,INSUFFICIENT DATA,0.0,0.0
2025,H0224,James W. Morefield,R,Agriculture and Food,Derived from LIS bill description,2,0,0,0,INSUFFICIENT DATA,0.0,0.0
2025,H0206,Barry D. Knight,R,Agriculture and Food,Derived from LIS bill summary,48,11,6,17,MIXED,64.70588235294117,35.294117647058826
2025,H0224,James W. Morefield,R,Agriculture and Food,Derived from LIS bill summary,55,33,18,51,MIXED,64.70588235294117,35.294117647058826
2025,H0363,W. Chad Green,R,Agriculture and Food,Derived from LIS bill summary,48,31,17,48,MIXED,64.58333333333334,35.41666666666667
2025,H0329,Bill Wiley,R,Agriculture and Food,Derived from LIS bill summary,47,30,17,47,MIXED,63.829787234042556,36.17021276595745
2025,H0379,David Owen,R,Agriculture and Food,Derived from LIS bill summary,38,24,14,38,MIXED,63.1578947368421,36.84210526315789
2025,H0321,Chris S. Runion,R,Agriculture and Food,Derived from LIS bill summary,63,39,24,63,MIXED,61.904761904761905,38.095238095238095
2025,H0376,Paul V. Milde,R,Agriculture and Food,Derived from LIS bill summary,38,22,14,36,MIXED,61.111111111111114,38.88888888888889
